"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
149992016,14999,2016,"OK0140000","OK0140000","","N","N",,"I","CLEVELAND","CLEVELAND","Cleveland","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",16084,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",47,70,117,11,32,43,0,0,01-JAN-08,01-MAY-16,01-JUL-16,,,,"N","CLEVELAND","Oklahoma City, OK","Y","Y","Y"
150012016,15001,2016,"OK0140200","OK0140200","","N","N",,"I","NORMAN","NORMAN","Norman","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",122143,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",6,"2","Cities from 100,000 thru 249,000","2","Cities from 100,000 thru 249,000","Y",1,"R","Y",161,13,174,15,48,63,0,0,01-JAN-08,01-JAN-16,01-FEB-17,,,,"N","CLEVELAND","Oklahoma City, OK","Y","Y","Y"
150022016,15002,2016,"OK0140300","OK0140300","","N","N",,"I","LEXINGTON","LEXINGTON","Lexington","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2161,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,4,8,2,1,3,0,0,01-JAN-08,01-SEP-11,01-NOV-11,,,,"N","CLEVELAND","Oklahoma City, OK","Y","Y","Y"
150032016,15003,2016,"OK0140400","OK0140400","","N","N",,"I","NOBLE","NOBLE","Noble","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",6699,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,1,11,2,4,6,0,0,01-JAN-08,01-SEP-11,01-NOV-11,,,,"N","CLEVELAND","Oklahoma City, OK","Y","Y","Y"
150072016,15007,2016,"OK0150000","OK0150000","","N","N",,"I","COAL","COAL","Coal","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",3727,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",6,0,6,0,3,3,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","COAL","Non-MSA","Y","Y","Y"
150082016,15008,2016,"OK0150100","OK0150100","","N","N",,"I","COALGATE","COALGATE","Coalgate","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1849,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,0,6,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","COAL","Non-MSA","Y","Y","Y"
150092016,15009,2016,"OK0160000","OK0160000","","N","N",,"I","COMANCHE","COMANCHE","Comanche","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",19752,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",30,2,32,1,8,9,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","COMANCHE","Lawton, OK","Y","Y","Y"
150122016,15012,2016,"OK0161000","OK0161000","","N","N",,"I","MEDICINE PARK","MEDICINE PARK","Medicine Park","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",456,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-08,01-APR-08,01-JAN-09,,,,"N","COMANCHE","Lawton, OK","Y","Y","Y"
150142016,15014,2016,"OK0170000","OK0170000","","N","N",,"I","COTTON","COTTON","Cotton","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",3445,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",5,2,7,1,4,5,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","COTTON","Lawton, OK","Y","Y","Y"
150152016,15015,2016,"OK0170100","OK0170100","","N","N",,"I","WALTERS","WALTERS","Walters","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2486,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","COTTON","Lawton, OK","Y","Y","Y"
150172016,15017,2016,"OK0180000","OK0180000","","N","N",,"I","CRAIG","CRAIG","Craig","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",8815,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",11,7,18,1,9,10,0,0,01-JAN-08,01-MAR-13,01-JUL-13,,,,"N","CRAIG","Non-MSA","Y","Y","Y"
150182016,15018,2016,"OK0180100","OK0180100","","N","N",,"I","VINITA","VINITA","Vinita","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",5621,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,3,18,0,4,4,0,0,01-JAN-08,01-JAN-15,01-OCT-15,,,,"N","CRAIG","Non-MSA","Y","Y","Y"
150202016,15020,2016,"OK0190000","OK0190000","","N","N",,"I","CREEK","CREEK","Creek","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",34116,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",31,29,60,6,32,38,0,0,01-JAN-08,01-MAR-11,01-JUN-11,,,,"N","CREEK","Tulsa, OK","Y","Y","Y"
150212016,15021,2016,"OK0190100","OK0190100","","N","N",,"I","BRISTOW","BRISTOW","Bristow","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",4251,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,1,9,3,3,6,0,0,01-JAN-08,01-MAY-12,01-JUL-12,,,,"N","CREEK","Tulsa, OK","Y","Y","Y"
150222016,15022,2016,"OK0190200","OK0190200","","N","N",,"I","DRUMRIGHT","DRUMRIGHT","Drumright","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2874,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",5,0,5,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","PAYNE; CREEK","Tulsa, OK","Y","Y","Y"
150232016,15023,2016,"OK0190300","OK0190300","","N","N",,"I","SAPULPA","SAPULPA","Sapulpa","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",20667,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",39,1,40,1,12,13,0,0,01-JAN-08,01-JAN-12,01-MAR-12,,,,"N","TULSA; CREEK","Tulsa, OK","Y","Y","Y"
150242016,15024,2016,"OK0190600","OK0190600","","N","N",,"I","KELLYVILLE","KELLYVILLE","Kellyville","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1147,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-08,01-SEP-14,01-DEC-14,,,,"N","CREEK","Tulsa, OK","Y","Y","Y"
150252016,15025,2016,"OK0190700","OK0190700","","N","N",,"I","KIEFER","KIEFER","Kiefer","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1960,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CREEK","Tulsa, OK","Y","Y","Y"
150262016,15026,2016,"OK0190800","OK0190800","","N","N",,"I","MANNFORD","MANNFORD","Mannford","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",3131,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,2,10,0,4,4,0,0,01-JAN-08,01-JUN-14,01-SEP-14,,,,"N","TULSA; PAWNEE; CREEK","Tulsa, OK","Y","Y","Y"
150272016,15027,2016,"OK0191000","OK0191000","","N","N",,"I","MOUNDS","MOUNDS","Mounds","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1182,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-08,01-JAN-14,01-JUL-14,,,,"N","CREEK","Tulsa, OK","Y","Y","Y"
150282016,15028,2016,"OK0191100","OK0191100","","N","N",,"I","OILTON","OILTON","Oilton","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1015,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",0,0,0,2,0,2,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CREEK","Tulsa, OK","Y","Y","Y"
150292016,15029,2016,"OK0200000","OK0200000","","N","N",,"I","CUSTER","CUSTER","Custer","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",7997,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",14,10,24,0,13,13,0,0,01-JAN-08,01-FEB-12,01-APR-12,,,,"N","CUSTER","Non-MSA","Y","Y","Y"
150302016,15030,2016,"OK0200100","OK0200100","","N","N",,"I","CLINTON","CLINTON","Clinton","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",9675,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",18,3,21,0,6,6,0,0,01-JAN-08,01-APR-12,01-JUN-12,,,,"N","WASHITA; CUSTER","Non-MSA","Y","Y","Y"
150322016,15032,2016,"OK0200900","OK0200900","","N","N",,"I","SOUTHWESTERN OK STATE UN","SOUTHWESTERN OK STATE UN","Southwestern Oklahoma State University","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","University or College",0,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,2,1,3,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CUSTER","Non-MSA","Y","Y","Y"
150332016,15033,2016,"OK0210000","OK0210000","","N","N",,"I","DELAWARE","DELAWARE","Delaware","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",29769,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",17,13,30,0,13,13,0,0,01-JAN-08,01-MAR-13,01-APR-13,,,,"N","DELAWARE","Non-MSA","Y","Y","Y"
150342016,15034,2016,"OK0210400","OK0210400","","N","N",,"I","COLCORD","COLCORD","Colcord","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",814,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",1,0,1,0,0,0,0,0,01-JAN-08,01-MAR-10,01-FEB-11,,,,"N","DELAWARE","Non-MSA","Y","N","Y"
150352016,15035,2016,"OK0210700","OK0210700","","N","N",,"I","GROVE","GROVE","Grove","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",6773,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",21,2,23,0,6,6,0,0,01-JAN-08,01-JUN-16,01-SEP-16,,,,"N","DELAWARE","Non-MSA","Y","Y","Y"
150362016,15036,2016,"OK0210800","OK0210800","","N","N",,"I","JAY","JAY","Jay","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2479,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,1,8,1,3,4,0,0,01-JAN-08,01-OCT-15,01-JAN-16,,,,"N","DELAWARE","Non-MSA","Y","Y","Y"
150382016,15038,2016,"OK0211600","OK0211600","","N","N",,"I","WEST SILOAM SPRINGS","WEST SILOAM SPRINGS","West Siloam Springs","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",839,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",9,0,9,0,0,0,0,0,01-JAN-08,01-JUL-08,01-OCT-15,,,,"N","DELAWARE","Non-MSA","Y","Y","Y"
150392016,15039,2016,"OK0220000","OK0220000","","N","N",,"I","DEWEY","DEWEY","Dewey","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",3388,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",6,4,10,0,6,6,0,0,01-JAN-08,01-JAN-12,01-MAR-12,,,,"N","DEWEY","Non-MSA","Y","Y","Y"
150402016,15040,2016,"OK0221100","OK0221100","","N","N",,"I","SEILING","SEILING","Seiling","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",887,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-08,01-JAN-11,01-JUL-11,,,,"N","DEWEY","Non-MSA","Y","Y","Y"
150412016,15041,2016,"OK0221400","OK0221400","","N","N",,"I","VICI","VICI","Vici","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",731,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,1,1,0,0,01-JAN-08,01-SEP-14,01-DEC-14,,,,"N","DEWEY","Non-MSA","Y","Y","Y"
150422016,15042,2016,"OK0230000","OK0230000","","N","N",,"I","ELLIS","ELLIS","Ellis","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",4227,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",8,4,12,0,6,6,0,0,01-JAN-08,01-JAN-12,01-MAR-12,,,,"N","ELLIS","Non-MSA","Y","Y","Y"
150432016,15043,2016,"OK0230700","OK0230700","OK0230000","N","N",,"S","SHATTUCK","SHATTUCK","Shattuck","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1391,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"","N",2,0,2,0,3,3,0,0,01-JAN-08,01-JAN-17,01-APR-17,,,,"Y","ELLIS","Non-MSA","N","N","Y"
150442016,15044,2016,"OK0240000","OK0240000","","N","N",,"I","GARFIELD","GARFIELD","Garfield","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",8051,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",22,21,43,4,22,26,0,0,01-JAN-08,01-APR-12,01-JUN-12,,,,"N","GARFIELD","Enid, OK","Y","Y","Y"
150462016,15046,2016,"OK0241500","OK0241500","","N","N",,"I","LAHOMA","LAHOMA","Lahoma","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",659,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,1,0,1,0,0,01-JAN-08,01-JAN-11,01-JUL-11,,,,"N","GARFIELD","Enid, OK","Y","N","Y"
150462016,15046,2016,"OK0241500","OK0241500","","N","N",,"I","LAHOMA","LAHOMA","Lahoma","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",659,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,1,0,1,0,0,01-JAN-08,01-JAN-11,01-JUL-11,,,,"N","GARFIELD","Enid, OK","Y","Y","Y"
150472016,15047,2016,"OK0241600","OK0241600","","N","N",,"I","NORTH ENID","NORTH ENID","North Enid","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",938,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-08,01-JAN-11,01-JUL-11,,,,"N","GARFIELD","Enid, OK","Y","Y","Y"
150482016,15048,2016,"OK0241700","OK0241700","","N","N",,"I","WAUKOMIS","WAUKOMIS","Waukomis","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1381,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","GARFIELD","Enid, OK","Y","Y","Y"
150492016,15049,2016,"OK0250000","OK0250000","","N","N",,"I","GARVIN","GARVIN","Garvin","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",12964,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",18,8,26,1,9,10,0,0,01-JAN-08,01-JUL-11,01-SEP-11,,,,"N","GARVIN","Non-MSA","Y","Y","Y"
150502016,15050,2016,"OK0250100","OK0250100","","N","N",,"I","LINDSAY","LINDSAY","Lindsay","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2829,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",5,1,6,1,5,6,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","GARVIN","Non-MSA","Y","Y","Y"
150512016,15051,2016,"OK0250200","OK0250200","","N","N",,"I","PAULS VALLEY","PAULS VALLEY","Pauls Valley","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",6163,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",11,0,11,2,5,7,0,0,01-JAN-08,01-JUN-11,01-AUG-11,,,,"N","GARVIN","Non-MSA","Y","Y","Y"
150522016,15052,2016,"OK0250300","OK0250300","","N","N",,"I","WYNNEWOOD","WYNNEWOOD","Wynnewood","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2226,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","GARVIN","Non-MSA","Y","Y","Y"
150532016,15053,2016,"OK0250500","OK0250500","","N","N",,"I","ELMORE CITY","ELMORE CITY","Elmore City","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",707,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",3,0,3,0,1,1,0,0,01-JAN-08,01-DEC-16,01-APR-17,,,,"N","GARVIN","Non-MSA","Y","N","Y"
150542016,15054,2016,"OK0250900","OK0250900","","N","N",,"I","MAYSVILLE","MAYSVILLE","Maysville","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1234,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","MCCLAIN; GARVIN","Oklahoma City, OK","Y","Y","Y"
150542016,15054,2016,"OK0250900","OK0250900","","N","N",,"I","MAYSVILLE","MAYSVILLE","Maysville","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1234,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","MCCLAIN; GARVIN","Oklahoma City, OK","Y","N","Y"
150562016,15056,2016,"OK0251300","OK0251300","","N","N",,"I","STRATFORD","STRATFORD","Stratford","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1537,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-08,01-FEB-08,01-JAN-09,,,,"N","GARVIN","Non-MSA","Y","Y","Y"
150572016,15057,2016,"OK0260000","OK0260000","","N","N",,"I","GRADY","GRADY","Grady","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",25169,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",18,2,20,1,8,9,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","GRADY","Oklahoma City, OK","Y","Y","Y"
150592016,15059,2016,"OK0260900","OK0260900","","N","N",,"I","MINCO","MINCO","Minco","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1661,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-08,01-MAR-08,01-JAN-09,,,,"N","GRADY","Oklahoma City, OK","Y","Y","Y"
150592016,15059,2016,"OK0260900","OK0260900","","N","N",,"I","MINCO","MINCO","Minco","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1661,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-08,01-MAR-08,01-JAN-09,,,,"N","GRADY","Oklahoma City, OK","Y","N","Y"
150602016,15060,2016,"OK0261000","OK0261000","","N","N",,"I","NINNEKAH","NINNEKAH","Ninnekah","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1043,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,1,1,0,0,01-JAN-08,01-JAN-11,01-JUL-11,,,,"N","GRADY","Oklahoma City, OK","Y","N","Y"
150602016,15060,2016,"OK0261000","OK0261000","","N","N",,"I","NINNEKAH","NINNEKAH","Ninnekah","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1043,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,1,1,0,0,01-JAN-08,01-JAN-11,01-JUL-11,,,,"N","GRADY","Oklahoma City, OK","Y","Y","Y"
150612016,15061,2016,"OK0261300","OK0261300","","N","N",,"I","RUSH SPRINGS","RUSH SPRINGS","Rush Springs","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1283,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","GRADY","Oklahoma City, OK","Y","Y","Y"
